index,residualEnergy,planeIndex,triangleIndex,reflectionDirectionX,reflectionDirectionY,reflectionDirectionZ0,64,2,1,0.836676,0.454545,0.305553	
1,40.96,1,0,-0.836676,0.454545,0.305553	
2,26.2144,0,1,0.836676,0.454545,0.305553	
3,16.7772,3,0,0.836676,-0.454545,0.305553	
4,10.7374,5,0,0.836676,-0.454545,-0.305553	
5,6.87195,1,0,-0.836676,-0.454545,-0.305553	
6,4.39805,0,0,0.836676,-0.454545,-0.305553	
7,2.81475,2,0,0.836676,0.454545,-0.305553	
8,1.80144,1,1,-0.836676,0.454545,-0.305553	
9,1.15292,4,1,-0.836676,0.454545,0.305553	
10,0.73787,3,0,-0.836676,-0.454545,0.305553	
11,0.472237,0,1,0.836676,-0.454545,0.305553	
12,0.302231,1,0,-0.836676,-0.454545,0.305553	
13,0.193428,2,0,-0.836676,0.454545,0.305553	
14,0.123794,5,0,-0.836676,0.454545,-0.305553	
15,0.0792282,0,0,0.836676,0.454545,-0.305553	
16,0.050706,1,1,-0.836676,0.454545,-0.305553	
17,0.0324519,3,1,-0.836676,-0.454545,-0.305553	
18,0.0207692,0,1,0.836676,-0.454545,-0.305553	
19,0.0132923,4,1,0.836676,-0.454545,0.305553	
20,0.00850706,1,1,-0.836676,-0.454545,0.305553	
21,0.00544452,2,1,-0.836676,0.454545,0.305553	
22,0.00348449,0,0,0.836676,0.454545,0.305553	
23,0.00223007,1,1,-0.836676,0.454545,0.305553	
24,0.00142725,3,0,-0.836676,-0.454545,0.305553	
25,0.000913439,5,0,-0.836676,-0.454545,-0.305553	
26,0.000584601,0,0,0.836676,-0.454545,-0.305553	
27,0.000374144,1,0,-0.836676,-0.454545,-0.305553	
28,0.000239452,2,1,-0.836676,0.454545,-0.305553	
29,0.00015325,0,1,0.836676,0.454545,-0.305553	
30,9.80797e-05,4,0,0.836676,0.454545,0.305553	
31,6.2771e-05,3,1,0.836676,-0.454545,0.305553	
32,4.01735e-05,1,1,-0.836676,-0.454545,0.305553	
33,2.5711e-05,0,0,0.836676,-0.454545,0.305553	
34,1.6455e-05,2,0,0.836676,0.454545,0.305553	
35,1.05312e-05,5,1,0.836676,0.454545,-0.305553	
36,6.73999e-06,1,0,-0.836676,0.454545,-0.305553	
37,4.31359e-06,0,1,0.836676,0.454545,-0.305553	
38,2.7607e-06,3,1,0.836676,-0.454545,-0.305553	
39,1.76685e-06,1,1,-0.836676,-0.454545,-0.305553	
40,1.13078e-06,4,0,-0.836676,-0.454545,0.305553	
41,7.23701e-07,0,1,0.836676,-0.454545,0.305553	
42,4.63168e-07,2,1,0.836676,0.454545,0.305553	
43,2.96428e-07,1,0,-0.836676,0.454545,0.305553	
44,1.89714e-07,0,1,0.836676,0.454545,0.305553	
45,1.21417e-07,3,0,0.836676,-0.454545,0.305553	
46,7.77068e-08,5,0,0.836676,-0.454545,-0.305553	
47,4.97323e-08,1,0,-0.836676,-0.454545,-0.305553	
48,3.18287e-08,0,0,0.836676,-0.454545,-0.305553	
49,2.03704e-08,2,0,0.836676,0.454545,-0.305553	
