index,residualEnergy,planeIndex,triangleIndex,reflectionDirectionX,reflectionDirectionY,reflectionDirectionZ0,64,0,0,0.258529,-0.0909091,0.961716	
1,40.96,5,1,0.258529,-0.0909091,-0.961716	
2,26.2144,2,0,0.258529,0.0909091,-0.961716	
3,16.7772,4,1,0.258529,0.0909091,0.961716	
4,10.7374,5,1,0.258529,0.0909091,-0.961716	
5,6.87195,4,1,0.258529,0.0909091,0.961716	
6,4.39805,1,0,-0.258529,0.0909091,0.961716	
7,2.81475,5,1,-0.258529,0.0909091,-0.961716	
8,1.80144,4,1,-0.258529,0.0909091,0.961716	
9,1.15292,5,0,-0.258529,0.0909091,-0.961716	
10,0.73787,4,0,-0.258529,0.0909091,0.961716	
11,0.472237,0,1,0.258529,0.0909091,0.961716	
12,0.302231,5,0,0.258529,0.0909091,-0.961716	
13,0.193428,4,0,0.258529,0.0909091,0.961716	
14,0.123794,5,0,0.258529,0.0909091,-0.961716	
15,0.0792282,1,1,-0.258529,0.0909091,-0.961716	
16,0.050706,4,0,-0.258529,0.0909091,0.961716	
17,0.0324519,3,1,-0.258529,-0.0909091,0.961716	
18,0.0207692,5,0,-0.258529,-0.0909091,-0.961716	
19,0.0132923,4,0,-0.258529,-0.0909091,0.961716	
20,0.00850706,5,0,-0.258529,-0.0909091,-0.961716	
21,0.00544452,0,1,0.258529,-0.0909091,-0.961716	
22,0.00348449,4,0,0.258529,-0.0909091,0.961716	
23,0.00223007,5,0,0.258529,-0.0909091,-0.961716	
24,0.00142725,4,1,0.258529,-0.0909091,0.961716	
25,0.000913439,5,1,0.258529,-0.0909091,-0.961716	
26,0.000584601,1,0,-0.258529,-0.0909091,-0.961716	
27,0.000374144,4,1,-0.258529,-0.0909091,0.961716	
28,0.000239452,5,1,-0.258529,-0.0909091,-0.961716	
29,0.00015325,4,1,-0.258529,-0.0909091,0.961716	
30,9.80797e-05,2,0,-0.258529,0.0909091,0.961716	
31,6.2771e-05,0,0,0.258529,0.0909091,0.961716	
32,4.01735e-05,5,0,0.258529,0.0909091,-0.961716	
33,2.5711e-05,4,1,0.258529,0.0909091,0.961716	
34,1.6455e-05,5,1,0.258529,0.0909091,-0.961716	
35,1.05312e-05,4,1,0.258529,0.0909091,0.961716	
36,6.73999e-06,1,0,-0.258529,0.0909091,0.961716	
37,4.31359e-06,5,1,-0.258529,0.0909091,-0.961716	
38,2.7607e-06,4,1,-0.258529,0.0909091,0.961716	
39,1.76685e-06,5,0,-0.258529,0.0909091,-0.961716	
40,1.13078e-06,4,0,-0.258529,0.0909091,0.961716	
41,7.23701e-07,0,1,0.258529,0.0909091,0.961716	
42,4.63168e-07,5,0,0.258529,0.0909091,-0.961716	
43,2.96428e-07,4,0,0.258529,0.0909091,0.961716	
44,1.89714e-07,5,0,0.258529,0.0909091,-0.961716	
45,1.21417e-07,3,0,0.258529,-0.0909091,-0.961716	
46,7.77068e-08,4,1,0.258529,-0.0909091,0.961716	
47,4.97323e-08,1,1,-0.258529,-0.0909091,0.961716	
48,3.18287e-08,5,0,-0.258529,-0.0909091,-0.961716	
49,2.03704e-08,4,0,-0.258529,-0.0909091,0.961716	
